store_id,store_name,city,country
370,Store_370,Chicago,USA
371,Store_371,Chicago,USA
372,Store_372,Liverpool,UK
373,Store_373,Sapporo,Japan
374,Store_374,Nagoya,Japan
375,Store_375,New York,USA
376,Store_376,Kyoto,Japan
377,Store_377,Chennai,India
378,Store_378,Glasgow,UK
379,Store_379,Glasgow,UK
380,Store_380,Tokyo,Japan
381,Store_381,Glasgow,UK
382,Store_382,London,UK
383,Store_383,Delhi,India
384,Store_384,Sapporo,Japan
385,Store_385,Kyoto,Japan
386,Store_386,Los Angeles,USA
387,Store_387,London,UK
388,Store_388,Chennai,India
389,Store_389,Sapporo,Japan
390,Store_390,Chennai,India
391,Store_391,Chicago,USA
392,Store_392,Los Angeles,USA
393,Store_393,Mumbai,India
394,Store_394,Phoenix,USA
395,Store_395,Phoenix,USA
396,Store_396,Chennai,India
397,Store_397,Phoenix,USA
398,Store_398,Osaka,Japan
399,Store_399,Glasgow,UK
400,Store_400,Mumbai,India
401,Store_401,Delhi,India
402,Store_402,Chennai,India
403,Store_403,Mumbai,India
404,Store_404,Kyoto,Japan
405,Store_405,Chicago,USA
406,Store_406,Delhi,India
407,Store_407,Bangalore,India
408,Store_408,Sapporo,Japan
409,Store_409,Manchester,UK
410,Store_410,Nagoya,Japan
411,Store_411,Mumbai,India
412,Store_412,Birmingham,UK
413,Store_413,Osaka,Japan
414,Store_414,New York,USA
415,Store_415,Los Angeles,USA
416,Store_416,Manchester,UK
417,Store_417,Sapporo,Japan
418,Store_418,Birmingham,UK
419,Store_419,Glasgow,UK
420,Store_420,London,UK
421,Store_421,Glasgow,UK
422,Store_422,Birmingham,UK
423,Store_423,Chicago,USA
424,Store_424,Kyoto,Japan
425,Store_425,Delhi,India
426,Store_426,Chennai,India
427,Store_427,Delhi,India
428,Store_428,Tokyo,Japan
429,Store_429,Phoenix,USA
430,Store_430,Chennai,India
431,Store_431,Phoenix,USA
432,Store_432,Tokyo,Japan
433,Store_433,New York,USA
434,Store_434,Glasgow,UK
435,Store_435,Mumbai,India
436,Store_436,Phoenix,USA
437,Store_437,Bangalore,India
438,Store_438,Phoenix,USA
439,Store_439,Mumbai,India
440,Store_440,Nagoya,Japan
441,Store_441,Bangalore,India
442,Store_442,Hyderabad,India
443,Store_443,Hyderabad,India
444,Store_444,Manchester,UK
445,Store_445,Chicago,USA
446,Store_446,Manchester,UK
447,Store_447,Sapporo,Japan
448,Store_448,Bangalore,India
449,Store_449,Birmingham,UK
450,Store_450,Tokyo,Japan
451,Store_451,Osaka,Japan
452,Store_452,London,UK
453,Store_453,Manchester,UK
454,Store_454,Phoenix,USA
455,Store_455,Osaka,Japan
456,Store_456,London,UK
457,Store_457,London,UK
458,Store_458,Tokyo,Japan
459,Store_459,New York,USA
460,Store_460,Kyoto,Japan
461,Store_461,Sapporo,Japan
462,Store_462,Chicago,USA
463,Store_463,Phoenix,USA
464,Store_464,New York,USA
465,Store_465,Glasgow,UK
466,Store_466,Houston,USA
467,Store_467,Birmingham,UK
468,Store_468,Sapporo,Japan
469,Store_469,New York,USA
470,Store_470,Birmingham,UK
471,Store_471,Los Angeles,USA
472,Store_472,Manchester,UK
473,Store_473,Delhi,India
474,Store_474,Sapporo,Japan
475,Store_475,London,UK
476,Store_476,Phoenix,USA
477,Store_477,Delhi,India
478,Store_478,Nagoya,Japan
479,Store_479,Osaka,Japan
480,Store_480,Phoenix,USA
481,Store_481,Los Angeles,USA
482,Store_482,Liverpool,UK
483,Store_483,Chicago,USA
484,Store_484,New York,USA
485,Store_485,Delhi,India
486,Store_486,Chennai,India
487,Store_487,Kyoto,Japan
488,Store_488,Houston,USA
489,Store_489,Liverpool,UK
490,Store_490,Chennai,India
491,Store_491,Mumbai,India
492,Store_492,Los Angeles,USA
493,Store_493,Tokyo,Japan
494,Store_494,London,UK
495,Store_495,Osaka,Japan
496,Store_496,Osaka,Japan
497,Store_497,Chennai,India
498,Store_498,New York,USA
499,Store_499,London,UK
500,Store_500,Hyderabad,India
501,Store_501,Liverpool,UK
502,Store_502,Birmingham,UK
503,Store_503,Kyoto,Japan
504,Store_504,Houston,USA
505,Store_505,Manchester,UK
506,Store_506,London,UK
507,Store_507,Osaka,Japan
508,Store_508,Kyoto,Japan
509,Store_509,London,UK
510,Store_510,Los Angeles,USA
511,Store_511,Phoenix,USA
512,Store_512,Birmingham,UK
513,Store_513,Liverpool,UK
514,Store_514,London,UK
515,Store_515,New York,USA
516,Store_516,Manchester,UK
517,Store_517,Sapporo,Japan
518,Store_518,Liverpool,UK
519,Store_519,Tokyo,Japan
520,Store_520,Phoenix,USA
521,Store_521,Hyderabad,India
522,Store_522,Liverpool,UK
523,Store_523,Phoenix,USA
524,Store_524,Sapporo,Japan
525,Store_525,Kyoto,Japan
526,Store_526,Delhi,India
527,Store_527,Tokyo,Japan
528,Store_528,Bangalore,India
529,Store_529,Sapporo,Japan
530,Store_530,Glasgow,UK
531,Store_531,Birmingham,UK
532,Store_532,New York,USA
533,Store_533,Bangalore,India
534,Store_534,Los Angeles,USA
535,Store_535,Manchester,UK
536,Store_536,Phoenix,USA
537,Store_537,Mumbai,India
538,Store_538,New York,USA
539,Store_539,Glasgow,UK
540,Store_540,Tokyo,Japan
541,Store_541,New York,USA
542,Store_542,Phoenix,USA
543,Store_543,Birmingham,UK
544,Store_544,London,UK
545,Store_545,Nagoya,Japan
546,Store_546,Glasgow,UK
547,Store_547,Nagoya,Japan
548,Store_548,Houston,USA
549,Store_549,Osaka,Japan
550,Store_550,Osaka,Japan
551,Store_551,London,UK
552,Store_552,Tokyo,Japan
553,Store_553,Kyoto,Japan
554,Store_554,Delhi,India
555,Store_555,Houston,USA
556,Store_556,Chennai,India
557,Store_557,Liverpool,UK
558,Store_558,London,UK
559,Store_559,Osaka,Japan
560,Store_560,Glasgow,UK
561,Store_561,Sapporo,Japan
562,Store_562,Birmingham,UK
563,Store_563,Chicago,USA
564,Store_564,Delhi,India
565,Store_565,Phoenix,USA
566,Store_566,Delhi,India
567,Store_567,Bangalore,India
568,Store_568,Los Angeles,USA
569,Store_569,Kyoto,Japan
570,Store_570,Nagoya,Japan
571,Store_571,New York,USA
572,Store_572,Glasgow,UK
573,Store_573,New York,USA
574,Store_574,London,UK
575,Store_575,Delhi,India
576,Store_576,Kyoto,Japan
577,Store_577,Nagoya,Japan
578,Store_578,Los Angeles,USA
579,Store_579,Birmingham,UK
580,Store_580,Chennai,India
581,Store_581,Osaka,Japan
582,Store_582,Glasgow,UK
583,Store_583,Sapporo,Japan
584,Store_584,Kyoto,Japan
585,Store_585,Phoenix,USA
586,Store_586,Phoenix,USA
587,Store_587,Birmingham,UK
588,Store_588,Houston,USA
589,Store_589,Birmingham,UK
590,Store_590,Chicago,USA
591,Store_591,Birmingham,UK
592,Store_592,Kyoto,Japan
593,Store_593,Kyoto,Japan
594,Store_594,Delhi,India
595,Store_595,Los Angeles,USA
596,Store_596,Liverpool,UK
597,Store_597,Glasgow,UK
598,Store_598,Glasgow,UK
599,Store_599,Sapporo,Japan
600,Store_600,New York,USA
601,Store_601,Mumbai,India
602,Store_602,Manchester,UK
603,Store_603,Manchester,UK
604,Store_604,Nagoya,Japan
605,Store_605,Nagoya,Japan
606,Store_606,Sapporo,Japan
607,Store_607,Birmingham,UK
608,Store_608,Mumbai,India
609,Store_609,Houston,USA
610,Store_610,New York,USA
611,Store_611,Glasgow,UK
612,Store_612,Phoenix,USA
613,Store_613,Osaka,Japan
614,Store_614,Phoenix,USA
615,Store_615,Chennai,India
616,Store_616,Birmingham,UK
617,Store_617,Chennai,India
618,Store_618,Nagoya,Japan
619,Store_619,Tokyo,Japan
620,Store_620,Phoenix,USA
621,Store_621,Birmingham,UK
622,Store_622,New York,USA
623,Store_623,Los Angeles,USA
624,Store_624,Chennai,India
625,Store_625,Kyoto,Japan
626,Store_626,Tokyo,Japan
627,Store_627,Birmingham,UK
628,Store_628,Birmingham,UK
629,Store_629,Nagoya,Japan
630,Store_630,Tokyo,Japan
631,Store_631,London,UK
632,Store_632,Manchester,UK
633,Store_633,Houston,USA
634,Store_634,Glasgow,UK
635,Store_635,Manchester,UK
636,Store_636,Delhi,India
637,Store_637,Tokyo,Japan
638,Store_638,Los Angeles,USA
639,Store_639,London,UK
640,Store_640,Osaka,Japan
641,Store_641,Mumbai,India
642,Store_642,Nagoya,Japan
643,Store_643,Los Angeles,USA
644,Store_644,Los Angeles,USA
645,Store_645,Osaka,Japan
646,Store_646,Nagoya,Japan
647,Store_647,Liverpool,UK
648,Store_648,Mumbai,India
649,Store_649,Bangalore,India
650,Store_650,Los Angeles,USA
651,Store_651,Phoenix,USA
652,Store_652,Glasgow,UK
653,Store_653,Glasgow,UK
654,Store_654,Bangalore,India
655,Store_655,Nagoya,Japan
656,Store_656,Osaka,Japan
657,Store_657,Los Angeles,USA
658,Store_658,Nagoya,Japan
659,Store_659,Manchester,UK
660,Store_660,Chicago,USA
661,Store_661,Houston,USA
662,Store_662,Los Angeles,USA
663,Store_663,Kyoto,Japan
664,Store_664,London,UK
665,Store_665,Liverpool,UK
666,Store_666,Liverpool,UK
667,Store_667,Los Angeles,USA
668,Store_668,Chicago,USA
669,Store_669,Tokyo,Japan
670,Store_670,Manchester,UK
671,Store_671,Bangalore,India
672,Store_672,Sapporo,Japan
673,Store_673,Osaka,Japan
674,Store_674,Delhi,India
675,Store_675,Los Angeles,USA
676,Store_676,Bangalore,India
677,Store_677,Sapporo,Japan
678,Store_678,Delhi,India
679,Store_679,Tokyo,Japan
680,Store_680,Glasgow,UK
681,Store_681,Liverpool,UK
682,Store_682,New York,USA
683,Store_683,Delhi,India
684,Store_684,Kyoto,Japan
685,Store_685,Hyderabad,India
686,Store_686,Chicago,USA
687,Store_687,Phoenix,USA
688,Store_688,Glasgow,UK
689,Store_689,Kyoto,Japan
690,Store_690,Birmingham,UK
691,Store_691,Osaka,Japan
692,Store_692,Phoenix,USA
693,Store_693,Delhi,India
694,Store_694,Mumbai,India
695,Store_695,Tokyo,Japan
696,Store_696,Los Angeles,USA
697,Store_697,Glasgow,UK
698,Store_698,Osaka,Japan
699,Store_699,Phoenix,USA
700,Store_700,Kyoto,Japan
701,Store_701,Los Angeles,USA
702,Store_702,Liverpool,UK
703,Store_703,New York,USA
704,Store_704,Liverpool,UK
705,Store_705,London,UK
706,Store_706,Delhi,India
707,Store_707,Manchester,UK
708,Store_708,Tokyo,Japan
709,Store_709,Phoenix,USA
710,Store_710,Birmingham,UK
711,Store_711,Chicago,USA
712,Store_712,Delhi,India
713,Store_713,Manchester,UK
714,Store_714,Birmingham,UK
715,Store_715,Kyoto,Japan
716,Store_716,Tokyo,Japan
717,Store_717,Houston,USA
718,Store_718,Chicago,USA
719,Store_719,Hyderabad,India
720,Store_720,Manchester,UK
721,Store_721,Delhi,India
722,Store_722,Manchester,UK
723,Store_723,Glasgow,UK
724,Store_724,Birmingham,UK
725,Store_725,Birmingham,UK
726,Store_726,Sapporo,Japan
727,Store_727,New York,USA
728,Store_728,Phoenix,USA
729,Store_729,Birmingham,UK
730,Store_730,Los Angeles,USA
731,Store_731,Delhi,India
732,Store_732,Phoenix,USA
733,Store_733,Kyoto,Japan
734,Store_734,Chennai,India
735,Store_735,Los Angeles,USA
736,Store_736,Glasgow,UK
737,Store_737,Mumbai,India
738,Store_738,Hyderabad,India
739,Store_739,Houston,USA
740,Store_740,Osaka,Japan
741,Store_741,Sapporo,Japan
742,Store_742,Tokyo,Japan
743,Store_743,Delhi,India
744,Store_744,Chennai,India
745,Store_745,Birmingham,UK
746,Store_746,Manchester,UK
747,Store_747,Nagoya,Japan
748,Store_748,Houston,USA
749,Store_749,Hyderabad,India
750,Store_750,Delhi,India
751,Store_751,Manchester,UK
752,Store_752,Los Angeles,USA
753,Store_753,Glasgow,UK
754,Store_754,Hyderabad,India
755,Store_755,Glasgow,UK
756,Store_756,Chicago,USA
757,Store_757,Chicago,USA
758,Store_758,Nagoya,Japan
759,Store_759,Chennai,India
760,Store_760,Delhi,India
761,Store_761,Manchester,UK
762,Store_762,Houston,USA
763,Store_763,London,UK
764,Store_764,Mumbai,India
765,Store_765,London,UK
766,Store_766,Kyoto,Japan
767,Store_767,Glasgow,UK
768,Store_768,Hyderabad,India
769,Store_769,Houston,USA
770,Store_770,Mumbai,India
771,Store_771,Kyoto,Japan
772,Store_772,Los Angeles,USA
773,Store_773,Birmingham,UK
774,Store_774,Chennai,India
775,Store_775,Bangalore,India
776,Store_776,Tokyo,Japan
777,Store_777,Birmingham,UK
778,Store_778,Delhi,India
779,Store_779,Delhi,India
780,Store_780,Glasgow,UK
781,Store_781,Kyoto,Japan
782,Store_782,Chennai,India
783,Store_783,Kyoto,Japan
784,Store_784,London,UK
785,Store_785,Houston,USA
786,Store_786,Manchester,UK
787,Store_787,Kyoto,Japan
788,Store_788,Osaka,Japan
789,Store_789,Hyderabad,India
790,Store_790,Sapporo,Japan
791,Store_791,Houston,USA
792,Store_792,Mumbai,India
793,Store_793,Mumbai,India
794,Store_794,Hyderabad,India
795,Store_795,Phoenix,USA
796,Store_796,Glasgow,UK
797,Store_797,Sapporo,Japan
798,Store_798,Bangalore,India
799,Store_799,Osaka,Japan
800,Store_800,London,UK
801,Store_801,Glasgow,UK
802,Store_802,Bangalore,India
803,Store_803,Bangalore,India
804,Store_804,Mumbai,India
805,Store_805,Bangalore,India
806,Store_806,Manchester,UK
807,Store_807,Tokyo,Japan
808,Store_808,Chennai,India
809,Store_809,Houston,USA
810,Store_810,Osaka,Japan
811,Store_811,Tokyo,Japan
812,Store_812,Phoenix,USA
813,Store_813,Delhi,India
814,Store_814,Mumbai,India
815,Store_815,New York,USA
816,Store_816,Manchester,UK
817,Store_817,New York,USA
818,Store_818,Houston,USA
819,Store_819,Manchester,UK
820,Store_820,Glasgow,UK
821,Store_821,Bangalore,India
822,Store_822,Chennai,India
823,Store_823,Bangalore,India
824,Store_824,Manchester,UK
825,Store_825,Liverpool,UK
826,Store_826,Manchester,UK
827,Store_827,Mumbai,India
828,Store_828,Chicago,USA
829,Store_829,Nagoya,Japan
830,Store_830,Hyderabad,India
831,Store_831,Chennai,India
832,Store_832,Nagoya,Japan
833,Store_833,Bangalore,India
834,Store_834,London,UK
835,Store_835,Tokyo,Japan
836,Store_836,Sapporo,Japan
837,Store_837,Tokyo,Japan
838,Store_838,London,UK
839,Store_839,Bangalore,India
840,Store_840,Sapporo,Japan
841,Store_841,Osaka,Japan
842,Store_842,Tokyo,Japan
843,Store_843,Sapporo,Japan
844,Store_844,Delhi,India
845,Store_845,Birmingham,UK
846,Store_846,Los Angeles,USA
847,Store_847,Birmingham,UK
848,Store_848,Delhi,India
849,Store_849,London,UK
850,Store_850,Glasgow,UK
851,Store_851,Manchester,UK
852,Store_852,Manchester,UK
853,Store_853,Sapporo,Japan
854,Store_854,Houston,USA
855,Store_855,Delhi,India
856,Store_856,Delhi,India
857,Store_857,London,UK
858,Store_858,Osaka,Japan
859,Store_859,Glasgow,UK
860,Store_860,Liverpool,UK
861,Store_861,Osaka,Japan
862,Store_862,Birmingham,UK
863,Store_863,Birmingham,UK
864,Store_864,Sapporo,Japan
865,Store_865,Osaka,Japan
866,Store_866,Sapporo,Japan
867,Store_867,Sapporo,Japan
868,Store_868,Manchester,UK
869,Store_869,Delhi,India
870,Store_870,Phoenix,USA
871,Store_871,New York,USA
872,Store_872,Nagoya,Japan
873,Store_873,Hyderabad,India
874,Store_874,Hyderabad,India
875,Store_875,Birmingham,UK
876,Store_876,Tokyo,Japan
877,Store_877,Chicago,USA
878,Store_878,Chicago,USA
879,Store_879,Phoenix,USA
880,Store_880,New York,USA
881,Store_881,Delhi,India
882,Store_882,Mumbai,India
883,Store_883,Bangalore,India
884,Store_884,Chennai,India
885,Store_885,Manchester,UK
886,Store_886,Kyoto,Japan
887,Store_887,Glasgow,UK
888,Store_888,Sapporo,Japan
889,Store_889,Osaka,Japan
890,Store_890,Chicago,USA
891,Store_891,Sapporo,Japan
892,Store_892,Liverpool,UK
893,Store_893,Hyderabad,India
894,Store_894,Sapporo,Japan
895,Store_895,Phoenix,USA
896,Store_896,Osaka,Japan
897,Store_897,Chicago,USA
898,Store_898,Phoenix,USA
899,Store_899,New York,USA
900,Store_900,London,UK
901,Store_901,Nagoya,Japan
902,Store_902,Manchester,UK
903,Store_903,Los Angeles,USA
904,Store_904,Tokyo,Japan
905,Store_905,Bangalore,India
906,Store_906,Manchester,UK
