claim_id,claim_date,sale_id,repair_status
130,17-10-2022,2253,Paid
131,02-01-2022,324,Paid
132,21-11-2020,3351,Rejected
133,08-03-2024,2145,Pending
134,20-05-2022,3533,Rejected
135,14-04-2023,3738,Repaired
136,21-07-2023,3585,Paid
137,01-11-2022,1521,Paid
138,30-07-2020,1102,Rejected
139,23-11-2021,307,Pending
140,09-07-2023,4759,Repaired
141,16-05-2021,4264,Warranty Void
142,11-11-2023,3782,Paid
143,24-10-2023,4786,Paid
144,11-12-2023,4825,Paid
145,03-03-2021,3441,Paid
146,02-02-2024,773,Warranty Void
147,04-01-2024,2918,Pending
148,05-02-2020,1370,Warranty Void
149,05-07-2021,2506,Warranty Void
150,22-01-2023,4167,Pending
151,21-08-2020,2425,Pending
152,13-08-2023,1215,Warranty Void
153,29-03-2024,4735,Warranty Void
154,25-08-2022,817,Paid
155,11-09-2020,3695,Pending
156,26-09-2024,4682,Repaired
157,30-04-2024,2657,Rejected
158,04-01-2023,3450,Warranty Void
159,06-02-2021,1526,Paid
160,27-07-2023,811,Warranty Void
161,03-05-2022,4959,Warranty Void
162,21-10-2024,3394,Paid
163,15-03-2023,992,Repaired
164,11-07-2020,473,Pending
165,09-09-2022,1921,Rejected
166,29-08-2024,2233,Repaired
167,27-03-2024,4380,Pending
168,16-01-2020,4799,Warranty Void
169,22-06-2021,278,Pending
170,15-11-2024,483,Repaired
171,30-07-2023,4594,Pending
172,11-06-2021,3048,Paid
173,19-11-2024,802,Pending
174,07-02-2022,2102,Warranty Void
175,28-01-2020,1425,Paid
176,20-06-2022,1435,Repaired
177,16-05-2021,2065,Paid
178,06-01-2020,1693,Rejected
179,18-07-2023,698,Repaired
180,19-01-2023,414,Pending
181,20-09-2021,735,Repaired
182,22-05-2023,211,Pending
183,22-07-2020,195,Pending
184,23-08-2021,1965,Repaired
185,25-08-2024,1527,Paid
186,19-07-2023,1668,Repaired
187,08-07-2021,2616,Pending
188,05-07-2023,1058,Pending
189,15-08-2022,215,Repaired
190,29-07-2020,428,Warranty Void
191,05-07-2023,2149,Pending
192,23-07-2020,4922,Paid
193,16-06-2020,2717,Repaired
194,04-08-2020,3575,Paid
195,28-07-2023,4130,Rejected
196,24-03-2024,2914,Warranty Void
197,01-12-2022,2765,Paid
198,25-04-2022,3030,Pending
199,14-10-2021,1602,Pending
200,17-06-2022,2533,Repaired
201,05-08-2021,4571,Paid
202,11-03-2024,3967,Paid
203,23-07-2024,4172,Warranty Void
204,07-02-2020,620,Warranty Void
205,08-04-2023,1900,Repaired
206,29-06-2023,846,Rejected
207,31-03-2022,1530,Pending
208,28-09-2022,1,Warranty Void
209,19-07-2020,89,Repaired
210,07-03-2022,1194,Repaired
211,27-08-2020,538,Paid
212,13-03-2021,1672,Warranty Void
213,26-03-2021,3573,Pending
214,14-02-2023,1277,Pending
215,09-09-2021,3334,Rejected
216,29-07-2020,4414,Rejected
217,18-10-2021,3993,Paid
218,18-11-2020,3747,Paid
219,23-08-2020,2678,Warranty Void
220,05-08-2022,1587,Pending
221,12-05-2020,1059,Repaired
222,08-05-2021,2438,Pending
223,21-11-2024,4894,Rejected
224,02-09-2022,3414,Repaired
225,21-02-2021,745,Paid
226,18-12-2021,3350,Pending
227,21-07-2022,4482,Pending
228,28-08-2022,4344,Pending
229,27-03-2024,3653,Pending
230,31-01-2020,1428,Pending
231,13-03-2024,188,Rejected
232,24-02-2023,3102,Pending
233,19-01-2022,148,Paid
234,12-09-2023,1839,Rejected
235,13-04-2020,514,Rejected
236,25-05-2023,3201,Rejected
237,29-06-2021,325,Paid
238,07-10-2020,3734,Pending
239,28-08-2024,1052,Paid
240,11-07-2022,2276,Pending
241,19-02-2021,645,Pending
242,29-05-2020,475,Repaired
243,19-03-2022,4950,Repaired
244,19-04-2021,1383,Rejected
245,23-04-2020,2044,Repaired
246,25-08-2022,847,Pending
247,22-07-2024,3061,Paid
248,08-08-2020,4921,Rejected
249,07-03-2024,1154,Pending
250,19-02-2020,2432,Pending
251,17-07-2024,897,Pending
252,09-03-2023,2703,Rejected
253,27-08-2022,13,Pending
254,12-10-2024,2521,Paid
255,17-07-2021,2239,Rejected
256,27-09-2021,4621,Paid
257,25-04-2024,4336,Rejected
258,30-10-2022,2977,Paid
259,05-09-2023,1346,Repaired
260,01-03-2020,3680,Paid
261,01-03-2022,1699,Pending
262,27-08-2024,79,Rejected
263,20-06-2020,3217,Pending
264,03-11-2021,3421,Repaired
265,12-06-2023,4868,Warranty Void
266,30-11-2023,693,Rejected
267,03-09-2024,3518,Pending
268,20-12-2024,1759,Rejected
269,28-05-2021,3973,Pending
270,22-01-2024,3554,Warranty Void
271,03-12-2023,4157,Rejected
272,06-08-2020,413,Paid
273,18-07-2020,190,Warranty Void
274,03-05-2023,1883,Rejected
275,23-06-2023,1819,Pending
276,01-12-2021,3922,Warranty Void
277,22-08-2022,1978,Repaired
278,19-07-2020,4085,Warranty Void
279,12-05-2020,490,Repaired
280,23-03-2020,2803,Paid
281,05-02-2021,2804,Repaired
282,08-05-2020,1483,Warranty Void
283,13-12-2022,2252,Rejected
284,27-04-2021,1933,Warranty Void
285,17-10-2020,2277,Rejected
286,01-01-2023,1610,Repaired
287,03-07-2024,2832,Warranty Void
288,09-10-2020,2452,Warranty Void
289,23-06-2020,2392,Warranty Void
290,09-02-2022,4965,Repaired
291,31-05-2020,1724,Pending
292,02-04-2020,2084,Warranty Void
293,18-09-2021,2321,Warranty Void
294,17-05-2021,3827,Pending
295,09-08-2021,2278,Pending
296,29-08-2024,832,Rejected
297,09-10-2021,2829,Rejected
298,16-02-2020,1386,Warranty Void
299,25-08-2024,4949,Rejected
300,28-05-2024,4398,Paid
301,28-03-2023,4856,Rejected
302,06-06-2023,1668,Rejected
303,11-12-2020,854,Warranty Void
304,26-06-2021,4133,Pending
305,02-07-2021,255,Repaired
306,28-02-2021,1056,Repaired
307,24-03-2021,505,Repaired
308,08-07-2023,3614,Rejected
309,02-09-2023,1675,Rejected
310,11-11-2021,320,Warranty Void
311,10-02-2024,4617,Rejected
312,05-12-2020,1319,Repaired
313,18-06-2021,3781,Rejected
314,28-11-2023,4867,Paid
315,17-03-2020,2807,Rejected
316,05-11-2020,598,Pending
317,07-05-2023,3068,Repaired
318,28-12-2021,1828,Warranty Void
319,28-03-2023,2098,Rejected
320,17-05-2024,1474,Warranty Void
321,07-09-2020,2056,Repaired
322,09-05-2020,945,Rejected
323,12-08-2023,1854,Warranty Void
324,21-02-2022,2590,Rejected
325,02-02-2024,930,Pending
326,10-09-2020,4167,Paid
327,06-04-2022,4740,Warranty Void
328,09-09-2023,2975,Pending
329,28-10-2022,4187,Rejected
330,10-02-2021,704,Warranty Void
331,01-04-2021,4097,Warranty Void
332,23-11-2023,140,Rejected
333,09-08-2021,3017,Repaired
334,09-09-2021,2102,Rejected
335,18-09-2024,4338,Repaired
336,10-06-2022,3682,Repaired
337,23-11-2022,1106,Paid
338,06-02-2024,277,Repaired
339,07-08-2024,3667,Warranty Void
340,01-08-2020,1952,Warranty Void
341,14-11-2021,841,Warranty Void
342,01-12-2022,1902,Repaired
343,20-08-2021,4875,Rejected
344,08-03-2023,3662,Pending
345,06-05-2021,1314,Rejected
346,14-01-2022,4065,Rejected
347,05-01-2020,4853,Warranty Void
348,02-01-2024,2458,Pending
349,31-08-2023,3723,Paid
350,26-08-2020,278,Warranty Void
351,23-10-2021,645,Repaired
352,30-05-2020,4422,Paid
353,05-07-2021,4874,Warranty Void
354,24-11-2024,1931,Warranty Void
355,16-10-2022,1097,Warranty Void
356,05-09-2022,2641,Warranty Void
357,14-12-2024,1358,Paid
358,12-07-2020,4647,Warranty Void
359,29-12-2024,1622,Rejected
360,16-05-2021,2157,Repaired
361,24-07-2021,95,Repaired
362,08-08-2023,3070,Paid
363,10-09-2023,2735,Pending
364,17-07-2024,638,Warranty Void
365,22-12-2020,309,Warranty Void
366,12-10-2022,2860,Rejected
367,23-02-2021,2711,Repaired
368,01-06-2021,1864,Pending
369,04-03-2023,197,Repaired
370,28-12-2022,2885,Paid
371,19-09-2021,3669,Repaired
372,25-05-2023,3375,Paid
373,10-10-2023,955,Warranty Void
374,02-02-2023,2499,Pending
375,15-10-2021,4735,Paid
376,26-10-2021,4390,Repaired
377,12-06-2020,4442,Paid
378,06-12-2024,1213,Warranty Void
379,28-04-2022,1685,Paid
380,02-06-2024,1851,Rejected
381,12-01-2023,956,Warranty Void
382,06-04-2020,1717,Repaired
383,19-09-2022,1432,Pending
384,15-09-2021,1477,Rejected
385,14-01-2024,1053,Repaired
386,22-11-2021,3856,Paid
387,20-04-2023,4240,Repaired
388,19-08-2023,3266,Pending
389,30-06-2021,4817,Repaired
390,01-09-2021,4919,Rejected
391,30-07-2020,2384,Rejected
392,09-12-2023,332,Rejected
393,29-10-2022,3383,Warranty Void
394,23-01-2021,61,Paid
395,09-10-2022,4610,Warranty Void
396,28-11-2022,438,Warranty Void
397,17-10-2024,4975,Paid
398,09-08-2021,2947,Rejected
399,16-04-2022,1150,Repaired
400,13-02-2024,1818,Paid
401,31-12-2022,2978,Paid
402,01-05-2021,3703,Paid
403,19-03-2024,1687,Pending
404,08-01-2021,3996,Warranty Void
405,20-02-2024,3715,Pending
406,25-09-2021,254,Pending
407,11-07-2021,2379,Pending
408,25-09-2022,2959,Pending
409,10-08-2020,4276,Repaired
410,18-07-2020,2769,Warranty Void
411,29-07-2023,1875,Pending
412,06-07-2021,2075,Repaired
413,28-07-2023,4498,Pending
414,25-12-2023,4373,Pending
415,10-07-2024,2769,Pending
416,06-09-2020,1088,Repaired
417,15-04-2021,1287,Warranty Void
418,22-12-2020,4533,Repaired
419,13-11-2022,4362,Rejected
420,30-03-2020,2827,Rejected
421,27-06-2023,2031,Repaired
422,09-10-2020,3216,Pending
423,27-09-2021,2700,Warranty Void
424,22-08-2022,2514,Warranty Void
425,06-09-2022,1588,Repaired
426,24-09-2020,1784,Paid
427,02-05-2020,4968,Warranty Void
428,07-02-2024,2952,Paid
429,30-09-2020,2616,Repaired
430,15-01-2024,3812,Rejected
431,30-12-2023,2572,Rejected
432,28-12-2022,146,Warranty Void
433,09-10-2020,3330,Rejected
434,15-01-2024,203,Paid
435,03-02-2022,4098,Repaired
436,07-11-2024,628,Rejected
437,04-01-2024,4145,Pending
438,20-12-2023,4878,Rejected
439,16-11-2023,76,Warranty Void
440,30-07-2022,3967,Repaired
441,25-04-2023,1238,Paid
442,30-06-2023,1389,Warranty Void
443,07-07-2021,1553,Paid
444,21-08-2023,1446,Paid
445,16-08-2023,2601,Repaired
446,09-12-2020,4753,Paid
447,28-06-2020,2752,Repaired
448,13-01-2021,4266,Warranty Void
449,25-07-2022,1205,Warranty Void
450,02-12-2022,2666,Repaired
451,23-03-2022,4121,Warranty Void
452,01-08-2023,614,Pending
453,07-05-2021,1012,Pending
454,18-03-2020,4223,Pending
455,18-04-2022,3009,Paid
456,05-11-2020,3208,Warranty Void
457,30-06-2023,4012,Paid
458,13-05-2020,1358,Pending
459,18-08-2022,2421,Paid
460,28-02-2021,279,Rejected
461,19-06-2020,4810,Paid
462,13-05-2020,2095,Warranty Void
463,04-10-2020,2710,Repaired
464,01-12-2022,3094,Rejected
465,06-04-2020,4156,Rejected
466,24-05-2024,3230,Rejected
467,10-02-2020,4771,Paid
468,29-02-2024,3207,Repaired
469,19-10-2023,1470,Paid
470,17-03-2022,2498,Repaired
471,02-11-2021,3414,Warranty Void
472,10-02-2022,1259,Warranty Void
473,05-06-2022,3832,Rejected
474,07-01-2024,1991,Warranty Void
475,08-11-2024,2309,Pending
476,05-12-2020,3892,Rejected
477,14-10-2020,1511,Rejected
478,10-06-2021,3794,Pending
479,21-10-2020,4034,Pending
480,21-10-2021,4806,Pending
481,05-04-2023,3889,Repaired
482,06-09-2023,4598,Paid
483,11-07-2020,1916,Rejected
484,15-11-2021,2862,Repaired
485,19-11-2023,3141,Rejected
486,01-11-2021,1219,Warranty Void
487,17-07-2024,920,Warranty Void
488,21-05-2024,3607,Paid
489,27-03-2021,1665,Pending
490,27-10-2022,1183,Pending
491,25-10-2020,1580,Repaired
492,20-07-2024,2447,Repaired
493,05-04-2020,3596,Repaired
494,27-01-2022,947,Repaired
495,03-11-2024,3105,Rejected
496,27-05-2024,2032,Rejected
497,24-08-2023,1529,Pending
498,12-05-2023,1987,Warranty Void
499,05-06-2024,1501,Pending
500,03-10-2021,4776,Repaired
501,04-07-2020,1723,Repaired
502,27-02-2023,4558,Repaired
503,22-04-2022,1626,Paid
504,29-01-2021,943,Rejected
505,04-10-2024,3720,Warranty Void
506,24-01-2021,4740,Warranty Void
507,14-09-2024,1245,Paid
508,25-09-2021,3715,Paid
509,05-11-2022,1392,Warranty Void
510,26-04-2023,4766,Paid
511,23-02-2022,2825,Warranty Void
512,26-08-2022,4966,Rejected
513,14-01-2024,1301,Rejected
514,30-03-2021,586,Warranty Void
515,04-02-2024,4800,Pending
516,18-08-2023,3534,Paid
517,05-12-2024,2316,Repaired
518,23-06-2020,4664,Pending
519,07-07-2020,709,Pending
520,17-04-2023,504,Repaired
521,21-05-2021,1167,Rejected
522,15-12-2021,1982,Repaired
523,01-11-2022,4491,Pending
524,27-11-2021,328,Pending
525,14-05-2024,3247,Paid
526,08-12-2020,964,Repaired
527,22-05-2023,2289,Warranty Void
528,18-02-2022,4470,Rejected
529,03-01-2021,1409,Warranty Void
530,09-07-2020,4879,Rejected
531,21-01-2023,2978,Paid
532,27-04-2024,1306,Rejected
533,10-08-2020,2608,Rejected
534,24-08-2021,428,Paid
535,25-02-2021,882,Repaired
536,16-07-2020,3669,Paid
537,12-09-2020,3072,Rejected
538,10-05-2022,413,Rejected
539,27-11-2020,4885,Repaired
540,21-09-2024,2868,Repaired
541,29-08-2021,130,Paid
542,30-11-2020,2048,Pending
543,01-05-2023,1166,Pending
544,05-11-2022,605,Pending
545,06-11-2024,3791,Warranty Void
546,07-08-2020,3735,Repaired
547,03-02-2021,2780,Repaired
548,28-01-2020,4880,Paid
549,22-02-2020,4805,Rejected
550,23-10-2024,765,Warranty Void
551,04-04-2022,406,Pending
552,03-06-2021,642,Paid
553,18-06-2024,2762,Repaired
554,26-04-2020,3227,Paid
555,05-06-2023,3886,Warranty Void
556,13-12-2023,3176,Repaired
557,05-02-2020,480,Repaired
558,25-09-2023,901,Rejected
559,01-05-2022,3868,Pending
560,07-06-2023,2674,Repaired
561,16-08-2022,1000,Rejected
562,12-11-2020,1649,Warranty Void
563,18-09-2021,1597,Rejected
564,18-10-2020,2648,Paid
565,04-03-2021,4499,Paid
566,09-05-2022,3346,Rejected
567,07-08-2020,2814,Paid
568,18-11-2022,3475,Rejected
569,02-07-2022,1229,Paid
570,22-05-2022,2469,Warranty Void
571,16-12-2020,1760,Warranty Void
572,16-10-2020,659,Pending
573,07-02-2024,1732,Repaired
574,17-10-2020,4170,Warranty Void
575,28-07-2021,694,Warranty Void
576,02-05-2023,2025,Paid
577,28-12-2024,3845,Repaired
578,12-05-2020,4673,Pending
579,08-02-2023,2056,Rejected
580,27-07-2024,2720,Warranty Void
581,17-06-2023,3530,Repaired
582,20-10-2023,479,Rejected
583,16-05-2020,4893,Repaired
584,12-04-2023,3438,Repaired
585,01-11-2024,3284,Repaired
586,03-07-2020,2421,Warranty Void
587,16-05-2024,737,Rejected
588,03-11-2023,2508,Rejected
589,03-12-2024,3290,Paid
590,23-05-2024,3626,Pending
591,10-08-2020,1974,Warranty Void
592,26-02-2022,1765,Warranty Void
593,21-08-2022,3063,Pending
594,03-03-2024,2033,Paid
595,10-11-2020,3613,Warranty Void
596,25-10-2024,3439,Warranty Void
597,01-06-2022,3683,Paid
598,01-02-2023,1964,Rejected
599,15-10-2023,3525,Pending
600,10-12-2024,2594,Repaired
601,07-08-2020,880,Warranty Void
602,12-10-2024,4463,Warranty Void
603,18-03-2024,3248,Rejected
604,14-04-2024,3278,Repaired
605,15-12-2020,690,Pending
606,01-02-2022,2795,Repaired
607,02-01-2020,4983,Paid
608,18-08-2020,1943,Rejected
609,21-09-2024,2161,Rejected
610,12-06-2022,1595,Rejected
611,30-12-2021,2916,Repaired
612,15-02-2022,2879,Rejected
613,16-05-2021,3145,Repaired
614,12-08-2022,1606,Pending
615,24-11-2021,4954,Warranty Void
616,23-08-2020,2910,Repaired
617,11-03-2022,1918,Repaired
618,15-10-2022,1913,Warranty Void
619,19-11-2022,4686,Pending
620,27-02-2023,3444,Paid
621,01-04-2020,151,Warranty Void
622,25-08-2022,1209,Rejected
623,04-05-2020,40,Pending
624,17-07-2023,1314,Rejected
625,14-10-2020,738,Warranty Void
626,29-10-2024,4385,Rejected
627,07-11-2022,1736,Rejected
628,08-01-2021,1921,Paid
629,28-06-2021,332,Repaired
630,23-10-2020,3783,Warranty Void
631,24-05-2023,4570,Pending
632,08-05-2024,4143,Paid
633,06-10-2022,3834,Warranty Void
634,27-11-2021,3140,Warranty Void
635,04-02-2021,3453,Paid
636,28-05-2024,1739,Warranty Void
637,02-07-2021,625,Paid
638,06-02-2021,1733,Pending
639,12-03-2021,1648,Paid
640,27-02-2020,4983,Rejected
641,20-10-2024,358,Rejected
642,29-07-2020,1977,Rejected
643,17-12-2024,1663,Repaired
644,07-01-2021,1080,Pending
645,29-04-2021,3577,Paid
646,13-10-2024,690,Repaired
647,30-07-2020,4166,Paid
648,08-12-2023,4671,Warranty Void
649,09-07-2022,4932,Warranty Void
650,12-03-2023,4517,Repaired
651,13-09-2021,313,Warranty Void
652,07-08-2021,1860,Warranty Void
653,17-02-2020,1955,Warranty Void
654,21-10-2020,2330,Paid
655,19-07-2023,2719,Pending
656,11-10-2024,144,Pending
657,18-04-2023,4662,Warranty Void
658,10-03-2024,4554,Paid
659,26-06-2020,650,Rejected
660,04-04-2022,4218,Pending
661,20-05-2022,871,Warranty Void
662,14-10-2024,3936,Paid
663,02-04-2024,3633,Rejected
664,04-09-2024,1980,Paid
665,29-07-2021,4592,Rejected
666,17-08-2020,894,Pending
667,05-03-2024,2851,Pending
668,18-05-2022,2935,Repaired
669,11-08-2023,3718,Pending
670,03-02-2023,1709,Rejected
671,09-08-2020,2127,Pending
672,27-10-2023,76,Pending
673,09-01-2024,2349,Pending
674,07-01-2023,4690,Rejected
675,07-06-2020,57,Repaired
676,04-12-2021,503,Repaired
677,22-11-2022,852,Warranty Void
678,07-08-2021,2447,Warranty Void
679,18-11-2022,3916,Repaired
680,24-08-2022,2007,Paid
681,12-08-2022,4742,Warranty Void
682,13-09-2020,1786,Pending
683,10-12-2022,1380,Rejected
684,10-02-2024,301,Paid
685,22-11-2020,3725,Repaired
686,26-04-2021,2434,Pending
687,13-07-2023,4652,Rejected
688,22-11-2021,3076,Rejected
689,25-06-2024,3198,Warranty Void
690,08-09-2024,3407,Paid
691,03-07-2023,4577,Rejected
692,23-03-2020,2981,Rejected
693,16-08-2023,4776,Warranty Void
694,01-08-2022,4303,Pending
695,06-12-2022,4443,Pending
696,11-07-2024,3865,Repaired
697,13-03-2020,2670,Repaired
698,26-12-2020,926,Repaired
699,27-10-2022,1008,Paid
700,19-09-2021,4090,Paid
701,03-03-2020,2261,Paid
702,31-01-2021,3009,Repaired
703,07-03-2020,3257,Pending
704,21-05-2021,4870,Warranty Void
705,20-03-2022,3949,Rejected
706,20-07-2022,946,Pending
707,27-09-2021,3950,Repaired
708,17-04-2020,325,Rejected
709,31-12-2023,3703,Paid
710,10-06-2020,4391,Rejected
711,21-04-2022,1098,Pending
712,27-05-2020,2431,Pending
713,27-03-2021,3539,Repaired
714,27-03-2023,4417,Pending
715,12-11-2022,1823,Warranty Void
716,24-02-2023,450,Rejected
717,15-11-2024,2718,Rejected
718,21-09-2020,4625,Pending
719,31-07-2022,3781,Rejected
720,18-06-2021,3472,Repaired
721,02-05-2022,1720,Warranty Void
722,11-03-2021,3143,Paid
723,02-10-2022,4458,Rejected
724,11-04-2023,3116,Warranty Void
725,25-09-2020,2123,Repaired
726,28-08-2023,2110,Rejected
727,04-01-2024,203,Repaired
728,08-11-2022,2221,Warranty Void
729,17-01-2020,3513,Rejected
730,01-10-2023,847,Repaired
731,23-02-2020,2826,Rejected
732,31-10-2023,3986,Rejected
733,19-06-2022,4712,Paid
734,18-11-2021,3315,Warranty Void
735,24-05-2024,1522,Rejected
736,04-05-2020,752,Rejected
737,10-04-2022,732,Warranty Void
738,30-01-2021,2105,Paid
739,16-11-2021,3846,Repaired
740,02-03-2022,1532,Rejected
741,01-01-2025,2779,Rejected
742,27-05-2023,1353,Rejected
743,30-09-2022,2821,Paid
744,21-11-2021,3460,Pending
745,05-04-2020,4532,Pending
746,26-11-2020,2235,Rejected
747,22-01-2021,4762,Pending
748,20-08-2020,3256,Repaired
749,20-11-2020,172,Paid
750,28-10-2021,1512,Pending
751,02-12-2020,3827,Paid
752,30-10-2024,1629,Pending
753,23-08-2021,3707,Pending
754,23-02-2024,3349,Warranty Void
755,18-08-2024,3145,Paid
756,21-03-2024,266,Rejected
757,30-06-2020,3455,Repaired
758,27-07-2020,4744,Pending
759,13-03-2023,2590,Warranty Void
760,17-04-2021,633,Paid
761,09-06-2020,4430,Rejected
762,08-09-2021,2104,Warranty Void
763,19-07-2023,315,Pending
764,23-12-2023,4378,Pending
765,24-07-2024,2123,Repaired
766,12-06-2024,3030,Rejected
767,17-02-2022,993,Warranty Void
768,02-08-2021,3757,Paid
769,16-09-2023,3782,Repaired
770,09-06-2020,2822,Repaired
771,05-01-2021,2819,Repaired
772,08-07-2020,2977,Pending
773,04-11-2024,4604,Repaired
774,02-12-2021,2002,Rejected
775,03-09-2022,1946,Rejected
776,07-08-2021,3010,Pending
777,06-10-2021,4642,Pending
778,12-08-2020,4887,Repaired
779,01-09-2020,2069,Pending
780,18-04-2022,1558,Rejected
781,15-09-2024,2899,Warranty Void
782,15-01-2023,4132,Warranty Void
783,26-06-2024,2244,Rejected
784,14-10-2022,2321,Pending
785,10-12-2024,800,Paid
786,13-09-2020,448,Repaired
787,06-05-2021,2402,Repaired
788,21-03-2022,2217,Rejected
789,22-03-2022,4958,Warranty Void
790,26-11-2023,1182,Paid
791,19-08-2020,247,Warranty Void
792,29-06-2023,1100,Rejected
793,19-03-2023,651,Repaired
794,05-01-2020,3686,Warranty Void
795,21-09-2020,1330,Paid
796,03-03-2022,1828,Pending
797,15-01-2023,4581,Paid
798,05-12-2020,298,Rejected
799,19-03-2022,881,Warranty Void
800,17-08-2023,102,Rejected
801,02-09-2021,2059,Warranty Void
802,10-04-2023,2479,Rejected
803,25-02-2021,3703,Rejected
804,05-10-2021,2002,Paid
805,08-07-2024,3810,Repaired
806,07-04-2023,3514,Rejected
807,06-12-2023,2954,Rejected
808,15-02-2021,1560,Pending
809,01-09-2022,1538,Paid
810,22-01-2020,2357,Rejected
811,25-09-2020,3127,Rejected
812,08-02-2020,58,Warranty Void
813,18-07-2021,1875,Paid
814,06-03-2023,4607,Repaired
815,29-07-2022,693,Repaired
816,14-03-2023,4397,Pending
817,24-02-2023,857,Paid
818,11-10-2021,3784,Repaired
819,15-04-2023,2137,Paid
820,17-10-2021,4437,Warranty Void
821,21-08-2024,914,Pending
822,06-04-2022,3798,Repaired
823,31-07-2020,2064,Pending
824,09-01-2022,414,Warranty Void
825,07-09-2022,2679,Warranty Void
826,23-03-2021,4809,Warranty Void
827,17-03-2020,1133,Warranty Void
828,16-08-2023,1314,Warranty Void
829,14-05-2022,2841,Rejected
830,19-08-2024,2081,Pending
831,30-07-2022,4925,Rejected
