sale_id,sale_date,store_id,product_id,quantity
101,06-07-2023,49,601,1
102,01-08-2024,14,313,16
103,12-11-2023,72,395,11
104,01-04-2021,26,697,6
105,13-02-2020,32,533,11
106,28-11-2022,25,734,11
107,22-07-2023,86,846,19
108,23-11-2024,4,389,17
109,19-10-2020,3,374,20
110,06-12-2023,84,853,7
111,31-05-2020,80,159,11
112,07-01-2021,58,442,17
113,17-07-2020,61,55,11
114,10-09-2024,12,151,4
115,20-12-2020,32,651,17
116,07-01-2022,28,588,14
117,20-01-2020,14,437,13
118,07-02-2021,89,293,3
119,17-04-2020,38,822,4
120,30-04-2021,51,575,6
121,08-11-2023,80,764,3
122,07-05-2024,89,302,2
123,02-09-2021,45,673,5
124,24-02-2023,29,490,11
125,12-03-2022,48,96,18
126,26-09-2024,37,960,1
127,26-04-2022,67,322,12
128,08-02-2023,63,283,5
129,25-12-2024,93,923,6
130,05-04-2022,99,78,14
131,10-01-2020,84,871,16
132,28-12-2023,34,883,4
133,16-12-2020,63,669,18
134,04-12-2021,73,458,1
135,22-01-2021,66,359,1
136,09-07-2020,100,575,9
137,28-04-2021,29,775,16
138,01-04-2021,54,252,16
139,14-01-2020,13,666,15
140,01-08-2020,54,258,5
141,16-04-2020,2,143,16
142,10-08-2022,76,631,11
143,18-03-2022,31,471,17
144,24-02-2021,54,842,11
145,27-12-2022,11,588,18
146,14-12-2020,16,925,3
147,01-03-2022,86,412,1
148,01-12-2021,3,171,16
149,28-08-2023,86,777,17
150,17-11-2022,72,920,9
151,06-03-2022,33,604,19
152,23-10-2020,28,438,3
153,30-09-2021,75,136,10
154,09-03-2021,30,842,11
155,06-09-2022,32,799,3
156,07-12-2021,71,58,11
157,27-03-2024,11,574,10
158,04-06-2023,49,857,13
159,18-03-2022,70,192,15
160,28-09-2020,18,109,15
161,31-08-2021,81,812,19
162,27-10-2020,29,238,3
163,22-07-2023,82,600,18
164,30-12-2021,42,468,11
165,05-03-2023,66,771,13
166,11-07-2020,65,606,20
167,04-07-2023,87,68,8
168,26-12-2021,47,623,15
169,13-04-2024,78,91,7
170,11-03-2022,80,730,15
171,27-07-2022,48,638,6
172,21-12-2022,24,882,20
173,07-12-2024,91,707,11
174,22-12-2021,94,36,8
175,20-06-2021,34,74,4
176,28-10-2021,80,681,19
177,19-12-2024,13,965,17
178,30-05-2024,45,750,20
179,27-07-2024,11,469,2
180,07-05-2021,64,669,4
181,18-12-2020,39,997,16
182,30-09-2020,97,154,6
183,29-08-2023,26,1000,17
184,04-08-2020,25,707,17
185,08-08-2022,60,910,17
186,01-01-2023,16,59,1
187,29-06-2023,7,423,17
188,23-08-2024,98,123,12
189,28-08-2020,93,171,15
190,31-12-2024,22,871,3
191,30-12-2020,42,251,19
192,17-01-2020,44,210,18
193,15-04-2023,31,80,11
194,09-09-2022,27,170,2
195,24-06-2021,56,116,13
196,11-08-2020,88,678,6
197,23-08-2020,41,475,14
198,04-09-2022,74,816,6
199,27-11-2020,81,1000,16
200,30-10-2024,30,969,17
201,10-07-2024,36,210,12
202,31-01-2021,90,632,11
203,06-11-2023,3,132,19
204,10-08-2023,28,218,19
205,06-04-2022,87,480,8
206,20-02-2024,65,226,17
207,28-12-2023,73,430,10
208,26-07-2022,6,652,15
209,01-07-2024,72,56,11
210,19-11-2024,85,910,19
211,19-06-2021,69,266,5
212,12-05-2021,9,329,17
213,02-05-2020,19,482,19
214,26-07-2024,15,363,16
215,12-09-2022,55,266,2
216,26-08-2023,26,894,14
217,31-01-2022,70,674,1
218,31-01-2021,27,647,18
219,26-07-2020,81,355,16
220,19-10-2020,96,97,1
221,28-09-2024,66,535,3
222,19-05-2021,40,227,11
223,27-07-2020,75,752,10
224,14-10-2021,34,273,19
225,12-07-2024,55,766,6
226,07-03-2024,74,542,8
227,10-07-2021,19,788,12
228,21-10-2022,27,708,8
229,16-05-2024,10,673,5
230,02-10-2024,67,115,3
231,15-11-2023,44,150,4
232,08-02-2023,81,335,3
233,16-03-2022,66,512,19
234,07-07-2022,82,267,5
235,09-03-2021,89,746,11
236,02-08-2020,11,4,9
237,23-12-2021,33,786,16
238,08-02-2021,51,663,16
239,25-02-2020,87,741,15
240,18-04-2022,23,336,11
241,12-03-2020,96,458,6
242,19-11-2024,32,652,16
243,30-07-2020,1,215,14
244,08-04-2021,84,921,14
245,03-09-2021,98,923,9
246,30-05-2024,43,382,2
247,03-11-2022,51,278,14
248,28-12-2022,47,503,20
249,12-12-2023,32,862,10
250,17-05-2022,77,630,7
251,10-12-2024,33,420,8
252,11-03-2022,90,903,2
253,07-03-2020,3,364,11
254,22-05-2021,32,839,5
255,13-07-2023,62,806,9
256,13-04-2024,73,499,13
257,16-04-2020,41,952,20
258,08-08-2024,93,66,9
259,21-04-2023,90,43,18
260,31-12-2021,44,439,12
261,01-10-2020,55,964,6
262,02-06-2024,86,508,18
263,02-08-2024,50,247,11
264,07-09-2022,78,361,4
265,01-01-2022,31,34,11
266,18-02-2022,53,665,19
267,20-02-2022,45,656,7
268,13-03-2021,37,843,14
269,05-04-2022,67,545,1
270,10-06-2024,62,867,6
271,13-01-2024,68,829,11
272,19-11-2021,89,269,11
273,15-02-2020,61,502,11
274,18-10-2022,90,587,1
275,12-11-2022,88,980,7
276,15-11-2021,25,357,19
277,12-09-2024,52,632,8
278,23-06-2020,90,361,19
279,11-02-2024,31,698,3
280,20-05-2022,66,262,11
281,18-04-2024,3,148,14
282,04-07-2023,80,493,2
283,19-11-2021,15,338,10
284,22-10-2024,80,171,20
285,29-06-2020,43,48,6
286,21-04-2022,51,65,19
287,25-01-2021,53,633,12
288,29-04-2023,56,792,19
289,08-02-2022,46,568,15
290,02-10-2024,71,791,8
291,19-02-2020,99,25,4
292,24-06-2024,20,2,6
293,22-12-2022,51,173,6
294,28-04-2022,18,729,20
295,04-08-2024,12,630,8
296,01-06-2022,62,912,12
297,09-06-2023,91,38,12
298,16-09-2020,98,307,15
299,28-08-2022,25,36,17
300,14-11-2023,38,540,18
301,29-06-2023,18,287,5
302,26-04-2020,55,326,3
303,07-04-2023,73,427,3
304,08-03-2024,38,677,5
305,22-07-2021,82,856,1
306,22-09-2023,67,119,1
307,30-01-2020,72,571,5
308,19-03-2022,41,907,20
309,11-05-2021,74,748,12
310,25-01-2020,39,754,14
311,26-12-2022,40,361,16
312,29-08-2023,88,761,11
313,17-07-2021,57,65,6
314,29-01-2020,82,845,14
315,20-05-2023,37,489,2
316,18-10-2021,8,392,1
317,19-12-2022,100,383,19
318,17-03-2023,45,898,12
319,19-06-2020,66,906,12
320,28-12-2020,29,598,4
321,06-11-2020,69,178,16
322,05-03-2020,51,136,3
323,27-09-2021,97,766,20
324,04-08-2024,17,345,7
325,03-09-2024,34,62,1
326,31-03-2021,49,958,19
327,04-09-2023,12,33,15
328,28-01-2024,84,86,16
329,23-10-2022,34,586,8
330,17-09-2022,25,375,7
331,20-12-2023,9,823,14
332,21-06-2022,48,78,9
333,08-06-2023,76,493,19
334,23-08-2021,95,923,12
335,30-01-2021,88,266,8
336,10-07-2021,15,170,7
337,31-08-2023,17,704,4
338,09-01-2022,80,528,9
339,01-11-2020,83,666,6
340,10-11-2021,78,537,18
341,23-06-2021,2,23,20
342,07-07-2021,39,765,5
343,26-11-2023,35,201,19
344,29-03-2022,96,565,15
345,22-12-2022,18,18,14
346,12-11-2022,46,751,18
347,04-05-2024,14,622,13
348,17-11-2023,98,46,5
349,01-04-2023,32,693,3
350,06-07-2023,25,266,4
351,26-10-2022,31,188,14
352,30-04-2023,88,893,3
353,25-02-2021,87,349,5
354,11-07-2022,3,470,11
355,19-09-2024,81,347,14
356,04-08-2020,2,587,17
357,07-07-2020,65,428,10
358,02-10-2022,33,56,20
359,08-04-2021,34,282,8
360,11-02-2021,40,709,11
361,27-04-2024,14,613,1
362,01-10-2020,52,923,15
363,03-10-2024,52,860,15
364,29-10-2024,23,150,17
365,09-08-2022,59,631,9
366,01-10-2023,30,461,20
367,12-03-2020,1,502,11
368,29-04-2020,17,280,17
369,24-10-2021,74,932,18
370,08-10-2020,70,49,14
371,21-12-2024,72,224,16
372,29-03-2023,64,885,19
373,03-09-2023,7,301,3
374,10-07-2022,16,923,12
375,09-01-2022,68,141,3
376,04-04-2022,99,790,3
377,09-07-2020,88,243,15
378,06-04-2020,43,491,5
379,19-02-2021,11,645,10
380,13-08-2023,60,62,5
381,31-12-2020,63,825,16
382,30-10-2023,48,689,17
383,22-12-2021,53,396,9
384,16-06-2023,82,570,8
385,12-09-2024,33,398,14
386,08-05-2023,88,614,16
387,27-12-2023,55,509,4
388,10-04-2023,64,69,4
389,12-10-2023,18,507,4
390,04-09-2024,80,803,9
391,14-06-2020,56,201,2
392,27-01-2021,24,415,1
393,31-03-2020,70,36,19
394,07-07-2021,24,568,13
395,07-01-2020,56,21,12
396,03-12-2021,72,19,10
397,11-07-2022,4,308,7
398,31-05-2021,91,599,4
399,04-08-2020,12,336,12
400,12-10-2021,86,204,11
401,27-05-2022,59,671,4
402,30-03-2021,23,675,20
403,27-07-2022,90,337,12
404,11-06-2022,96,773,15
405,24-08-2024,75,628,9
406,17-05-2022,33,236,5
407,20-11-2023,63,143,10
408,23-01-2020,56,186,9
409,02-03-2024,57,21,17
410,06-09-2022,93,189,12
411,27-09-2024,78,697,5
412,03-09-2020,17,43,18
413,29-10-2021,76,689,13
414,10-12-2021,100,127,4
415,12-05-2023,26,336,19
416,15-11-2021,28,20,1
417,01-09-2023,99,238,16
418,20-07-2022,29,890,12
419,18-08-2022,88,397,7
420,07-07-2023,100,689,19
421,11-03-2022,59,518,18
422,28-04-2024,63,457,13
423,16-03-2024,41,470,5
424,28-09-2020,43,497,6
425,19-08-2023,41,24,8
426,09-04-2020,44,456,2
427,21-12-2022,49,326,17
428,12-08-2023,84,471,9
429,06-05-2021,80,51,18
430,01-12-2024,66,18,17
431,18-01-2023,34,874,1
432,09-01-2022,62,495,16
433,02-09-2021,46,807,9
434,12-10-2021,37,516,18
435,10-09-2020,82,673,5
436,31-07-2021,95,235,18
437,24-03-2024,91,861,11
438,28-10-2022,68,504,11
439,29-04-2022,23,880,12
440,19-02-2022,39,790,19
441,16-01-2024,62,537,2
442,08-05-2024,37,565,11
443,18-04-2020,43,117,5
444,21-06-2020,34,316,12
445,21-09-2021,78,672,19
446,25-09-2022,10,855,1
447,02-04-2021,94,41,5
448,11-02-2023,4,507,14
449,03-03-2023,69,834,16
450,05-11-2024,36,862,16
451,31-10-2023,58,574,20
452,30-12-2023,70,988,4
453,01-02-2023,51,313,3
454,25-10-2024,56,509,2
455,15-07-2020,87,661,5
456,03-02-2021,22,256,2
457,28-08-2020,33,147,1
458,29-01-2020,33,378,3
459,16-12-2021,51,56,18
460,31-10-2023,91,980,11
461,05-03-2023,30,246,6
462,15-04-2024,35,413,11
463,15-02-2022,95,913,18
464,18-09-2024,7,823,3
465,29-07-2022,76,74,1
466,03-12-2021,81,93,10
467,16-04-2024,33,136,10
468,22-04-2024,35,224,4
469,08-04-2021,22,656,1
470,07-04-2020,37,629,6
471,27-05-2024,81,597,9
472,05-01-2020,87,1,3
473,18-02-2021,66,56,5
474,20-08-2024,77,862,18
475,28-08-2024,48,272,5
476,19-05-2022,30,223,15
477,09-12-2023,21,713,4
478,29-01-2023,95,419,8
479,13-06-2021,4,109,15
480,21-04-2021,89,10,7
481,09-12-2023,76,956,14
482,11-10-2024,21,837,5
483,20-05-2021,35,389,6
484,13-03-2023,94,786,12
485,12-03-2023,77,102,14
486,28-11-2020,54,800,17
487,22-11-2021,3,481,16
488,18-12-2022,79,452,13
489,04-04-2023,8,856,17
490,18-10-2021,90,405,8
491,20-12-2021,43,562,18
492,11-03-2024,59,926,2
493,14-06-2022,38,471,9
494,29-04-2020,90,267,14
495,14-07-2020,67,26,19
496,22-03-2023,7,403,2
497,18-04-2023,95,806,6
498,27-08-2024,97,258,1
499,14-12-2022,26,391,18
500,24-05-2023,65,201,17
501,16-12-2020,85,124,20
502,26-01-2020,82,75,19
503,08-11-2024,78,784,4
504,24-05-2023,36,754,9
505,15-06-2023,40,165,4
506,19-07-2020,99,653,11
507,15-05-2020,83,278,19
508,07-08-2020,46,171,11
509,05-11-2022,45,419,14
510,01-09-2021,30,677,10
511,07-07-2020,100,451,9
512,08-02-2020,55,208,14
513,10-03-2024,37,60,5
514,25-02-2024,20,991,10
515,13-06-2020,81,9,8
516,05-06-2021,27,919,18
517,27-10-2022,26,882,7
518,16-02-2021,30,610,14
519,05-09-2023,95,337,4
520,28-09-2022,2,894,6
521,06-02-2020,8,180,18
522,09-02-2021,87,438,4
523,03-11-2022,22,885,8
524,03-04-2024,40,558,1
525,20-07-2020,38,641,14
526,14-10-2022,48,811,18
527,07-02-2021,57,184,1
528,01-11-2020,22,333,12
529,15-10-2024,6,45,10
530,06-10-2021,58,311,7
531,16-08-2020,100,664,19
532,15-04-2020,54,875,15
533,12-11-2022,68,572,17
534,20-07-2020,5,299,9
535,12-02-2022,6,225,13
536,19-06-2023,62,457,8
537,12-12-2021,20,583,17
538,14-12-2022,61,214,18
539,01-09-2021,72,710,13
540,27-11-2022,22,3,13
541,04-12-2023,8,611,13
542,13-11-2024,70,40,1
543,17-08-2024,56,398,8
544,13-04-2023,31,449,18
545,22-11-2023,8,905,1
546,11-07-2021,46,145,13
547,25-07-2023,72,779,2
548,15-12-2024,20,940,16
549,01-12-2022,87,881,17
550,03-08-2024,5,470,20
551,23-06-2024,6,527,9
552,29-02-2024,99,257,5
553,07-09-2021,84,646,17
554,01-11-2022,67,947,4
555,15-10-2022,48,426,19
556,08-10-2023,22,784,14
557,13-08-2024,95,713,19
558,22-01-2023,6,3,16
559,01-05-2023,14,621,15
560,24-05-2023,81,549,17
561,08-04-2022,22,158,9
562,31-12-2021,41,299,18
563,14-08-2020,30,194,7
564,03-06-2020,39,146,6
565,24-02-2020,10,648,1
566,26-08-2024,19,750,3
567,17-01-2023,25,516,9
568,27-09-2022,76,819,6
569,12-11-2020,54,971,17
570,17-09-2021,81,574,13
571,24-11-2024,33,521,13
572,27-08-2023,91,523,4
573,01-05-2022,19,92,18
574,19-09-2021,31,309,18
575,02-06-2024,98,871,13
576,16-08-2020,19,373,10
577,01-03-2022,73,5,1
578,07-06-2024,15,941,20
579,22-11-2023,32,574,19
580,21-05-2020,73,949,8
581,03-07-2024,15,202,14
582,26-01-2020,45,115,5
583,01-10-2021,85,264,7
584,31-10-2023,58,950,19
585,13-09-2022,68,249,11
586,25-02-2024,56,157,15
587,17-03-2021,55,289,4
588,04-03-2023,54,755,2
589,07-12-2020,39,792,3
590,25-04-2022,3,176,9
591,21-12-2023,22,622,2
592,25-05-2021,5,834,10
593,21-01-2020,90,682,4
594,18-01-2022,11,715,5
595,11-06-2024,81,596,14
596,04-08-2023,44,837,5
597,14-12-2022,3,535,18
598,09-05-2024,77,797,5
599,12-06-2020,88,135,3
600,02-01-2021,86,471,1
601,09-11-2021,43,676,3
602,25-08-2023,37,359,6
603,06-01-2020,97,287,8
604,20-03-2023,3,738,9
605,04-11-2022,97,241,20
606,14-10-2024,46,711,4
607,16-05-2021,52,780,14
608,07-04-2021,28,761,2
609,13-07-2021,93,644,4
610,04-08-2020,89,906,5
611,02-06-2020,22,321,8
612,24-04-2022,82,5,2
613,19-11-2023,5,200,13
614,07-05-2024,93,582,17
615,10-08-2023,80,787,7
616,08-01-2023,79,409,6
617,28-06-2024,62,875,16
618,09-11-2023,41,852,6
619,25-02-2021,82,752,11
620,28-02-2021,48,627,5
621,19-11-2020,36,212,11
622,10-12-2020,43,839,15
623,24-12-2022,16,491,17
624,28-11-2020,75,494,20
625,07-01-2024,97,423,3
626,14-05-2021,27,591,2
627,29-03-2023,45,130,19
628,16-01-2023,59,351,17
629,14-03-2022,22,871,12
630,30-08-2023,75,646,9
631,23-09-2020,45,322,19
632,09-02-2024,75,660,3
633,22-09-2020,17,590,13
634,07-04-2023,57,143,16
635,07-08-2024,79,528,3
636,22-01-2023,43,221,12
637,15-05-2020,4,370,18
638,30-01-2021,43,112,5
639,25-06-2020,35,748,5
640,18-01-2021,91,174,3
641,28-01-2023,73,485,9
642,17-02-2020,68,906,5
643,06-12-2023,22,376,10
644,23-05-2021,65,955,13
645,09-09-2020,66,136,11
646,09-02-2021,91,161,20
647,14-03-2021,75,974,16
648,27-09-2021,34,303,2
649,22-11-2022,82,299,5
650,08-02-2021,95,357,19
651,09-12-2024,48,181,5
652,26-05-2020,94,490,10
653,26-07-2023,91,834,10
654,10-03-2020,86,57,18
655,03-07-2022,27,430,10
656,11-07-2022,10,145,16
657,01-10-2024,13,502,1
658,13-04-2024,2,789,7
659,01-03-2024,61,797,10
660,01-07-2022,42,56,11
661,23-04-2022,94,515,20
662,28-06-2024,55,237,5
663,10-06-2021,72,30,15
664,09-10-2022,14,575,7
665,17-06-2022,77,851,1
666,15-10-2020,28,197,16
667,03-08-2023,78,310,9
668,05-05-2021,67,662,13
669,25-03-2024,87,906,12
670,31-12-2020,61,133,15
671,19-05-2024,25,534,17
672,11-06-2022,62,799,11
673,06-11-2024,97,718,6
674,07-05-2020,54,139,17
675,09-11-2022,61,865,15
676,07-11-2021,53,248,2
677,09-02-2020,63,816,2
678,19-06-2024,53,63,16
679,05-01-2020,58,9,1
680,25-12-2020,95,360,6
681,23-04-2020,25,454,1
682,10-06-2022,62,802,5
683,26-11-2022,12,329,11
684,29-08-2021,27,256,19
685,28-03-2024,1,770,20
686,24-07-2021,58,79,8
687,19-08-2024,63,560,9
688,01-03-2023,8,406,14
689,08-03-2020,10,924,7
690,12-09-2024,54,361,10
691,20-07-2022,85,795,3
692,12-10-2022,55,451,10
693,04-02-2020,75,89,17
694,03-09-2021,56,33,9
695,28-12-2024,2,333,4
696,19-03-2023,49,989,10
697,12-02-2024,32,439,17
698,18-02-2024,99,393,5
699,25-04-2021,12,330,14
700,22-09-2024,98,19,15
701,12-07-2020,34,857,5
702,23-02-2020,63,793,8
703,30-07-2020,62,537,5
704,18-08-2020,43,886,5
705,27-05-2021,29,896,6
706,06-06-2023,96,334,11
707,19-04-2024,42,201,10
708,04-05-2020,67,332,7
709,03-12-2022,97,351,6
710,26-07-2021,23,818,12
711,17-02-2022,90,464,9
712,26-09-2024,9,86,1
713,03-03-2023,23,675,11
714,03-12-2024,47,253,18
715,26-11-2020,57,833,17
716,20-12-2021,67,89,3
717,21-06-2021,98,405,19
718,01-06-2024,99,611,13
719,06-04-2023,48,896,17
720,16-06-2023,76,886,12
721,20-12-2024,76,788,19
722,13-09-2023,50,236,19
723,02-07-2020,5,390,4
724,20-05-2021,13,266,20
725,19-04-2020,68,76,20
726,19-04-2022,92,630,3
727,14-09-2024,2,966,19
728,12-07-2023,20,974,14
729,19-02-2024,17,556,19
730,22-01-2024,36,476,13
731,09-09-2023,44,992,3
732,12-09-2022,55,998,10
733,29-01-2024,27,592,13
734,23-08-2023,100,676,1
735,19-05-2020,91,927,11
736,21-09-2021,41,552,1
737,08-02-2021,65,781,13
738,15-08-2024,19,998,9
739,25-04-2024,60,878,11
740,05-02-2021,39,332,10
741,13-04-2023,65,538,13
742,03-11-2020,33,481,18
743,14-03-2024,28,726,9
744,27-08-2023,75,111,11
745,05-02-2020,24,167,7
746,29-11-2021,2,388,5
747,19-10-2022,67,208,14
748,11-08-2021,58,326,19
749,24-01-2020,30,827,9
750,22-06-2021,40,591,5
751,17-05-2021,98,44,2
752,08-07-2022,96,924,20
753,04-05-2023,88,208,4
754,17-02-2020,58,384,18
755,14-03-2021,44,273,17
756,18-03-2023,30,415,9
757,14-07-2021,45,971,2
758,22-06-2023,60,709,5
759,03-12-2022,95,504,14
760,25-11-2021,93,696,5
761,12-10-2020,94,929,8
762,01-06-2020,2,335,5
763,17-07-2020,8,287,8
764,26-06-2023,19,546,20
765,03-07-2020,73,562,15
766,10-03-2020,1,790,20
767,07-07-2023,1,60,3
768,13-06-2022,69,283,16
769,29-07-2021,66,748,7
770,27-06-2021,34,670,17
771,24-04-2021,52,149,15
772,09-08-2021,88,106,12
773,25-11-2023,33,495,7
774,18-11-2023,29,428,15
775,14-04-2024,82,563,16
776,06-05-2023,64,683,5
777,06-01-2021,94,873,17
778,15-10-2023,53,682,10
779,25-08-2023,52,980,5
780,02-02-2024,11,255,8
781,24-05-2024,12,450,18
782,29-08-2023,39,32,19
783,19-09-2024,57,206,10
784,06-12-2022,20,468,10
785,07-01-2023,10,8,7
786,14-06-2023,55,990,5
787,29-06-2020,56,40,18
788,25-01-2021,32,689,13
789,17-10-2022,44,904,10
790,12-04-2024,61,378,7
791,06-07-2024,62,926,13
792,11-02-2020,44,239,7
793,27-02-2024,52,619,2
794,07-05-2021,99,102,6
795,09-10-2021,69,502,2
796,22-02-2020,77,340,9
797,22-06-2022,47,145,19
798,01-05-2021,20,602,11
799,14-09-2021,91,658,9
800,30-12-2022,20,125,14
801,06-09-2024,74,186,3
802,25-03-2023,47,918,19
803,22-10-2021,86,768,17
804,01-06-2021,52,256,7
805,25-08-2021,61,941,8
806,21-04-2020,84,188,8
807,07-03-2020,37,111,16
808,04-09-2020,70,418,8
809,25-01-2022,8,823,6
810,14-12-2021,12,68,9
811,27-06-2021,20,146,15
812,28-06-2021,61,245,6
813,26-05-2022,34,755,13
814,27-02-2024,87,252,15
815,08-01-2023,63,627,12
816,18-02-2020,67,487,12
817,29-08-2023,38,681,9
818,18-09-2023,96,362,16
819,07-02-2021,99,586,7
820,26-07-2024,3,993,16
821,24-10-2021,74,214,8
822,25-06-2023,13,319,5
823,19-09-2022,98,122,3
824,27-10-2023,90,625,3
825,02-01-2022,98,429,5
826,24-08-2023,51,330,14
827,04-09-2023,54,241,7
828,05-03-2022,40,482,7
829,22-01-2024,33,214,17
830,04-07-2024,60,68,10
831,10-01-2022,31,472,12
832,22-09-2021,63,761,14
833,21-11-2024,24,854,20
834,02-01-2024,65,28,5
835,28-05-2020,28,71,7
836,18-01-2024,72,50,8
837,30-10-2024,44,298,14
838,19-02-2021,29,294,2
839,29-03-2021,77,67,3
840,20-02-2020,33,916,10
841,16-02-2024,58,462,19
842,13-02-2022,26,729,5
843,06-08-2020,85,215,9
844,30-11-2021,61,820,17
845,06-05-2023,10,751,7
846,01-12-2024,71,887,11
847,02-07-2024,7,840,19
848,16-03-2023,22,334,13
849,25-05-2024,81,794,12
850,20-07-2023,72,304,8
851,04-07-2023,89,518,11
852,08-02-2021,7,633,20
853,13-07-2024,27,155,5
854,29-02-2024,75,767,11
855,31-05-2024,12,236,12
856,30-04-2020,44,657,18
857,19-04-2021,44,366,18
858,05-02-2021,76,191,13
859,20-01-2023,28,453,10
860,13-10-2023,71,155,2
861,22-10-2024,19,819,5
862,20-12-2023,83,605,18
863,22-06-2023,60,267,18
864,08-08-2020,28,623,8
865,14-03-2024,1,504,17
866,17-11-2022,97,960,20
867,08-12-2020,79,173,11
868,20-10-2024,8,342,6
869,15-12-2022,27,199,12
870,20-12-2021,95,543,17
871,12-04-2021,74,201,13
872,01-01-2020,92,638,11
873,07-10-2020,68,701,4
874,01-02-2020,49,159,6
875,08-02-2022,37,240,11
876,19-07-2020,44,872,17
877,16-12-2021,24,534,9
878,20-09-2021,49,842,3
879,25-02-2024,2,706,15
880,06-01-2020,48,110,4
881,22-10-2023,47,213,14
882,30-06-2022,4,852,20
883,19-11-2020,27,753,15
884,22-04-2020,42,742,13
885,01-08-2022,6,165,18
886,01-10-2023,55,830,9
887,26-05-2022,9,19,3
888,05-09-2022,99,922,16
889,27-07-2022,54,287,19
890,08-03-2023,76,861,5
891,14-12-2020,41,778,1
892,18-02-2023,69,690,3
893,23-06-2023,56,462,1
894,19-09-2022,65,188,5
895,26-03-2024,8,811,5
896,28-02-2023,24,777,10
897,08-08-2020,94,937,2
898,14-02-2021,36,25,3
899,19-07-2023,21,349,4
900,23-08-2023,16,632,15
901,15-09-2024,69,99,18
902,22-07-2020,14,782,5
903,19-03-2020,12,468,8
904,05-03-2021,23,614,20
905,20-03-2020,67,232,9
906,23-07-2023,49,298,16
907,30-11-2020,25,559,9
908,20-12-2021,68,462,3
909,06-03-2022,30,51,10
910,28-09-2024,72,796,18
911,23-11-2022,80,411,4
912,08-10-2024,63,390,8
913,21-05-2020,29,627,10
914,07-06-2021,73,399,20
915,27-07-2022,58,384,18
916,17-11-2020,99,600,15
917,30-12-2023,49,898,2
918,29-01-2024,96,376,19
919,26-11-2023,4,112,14
920,19-09-2020,47,683,2
921,23-04-2021,91,730,12
922,10-06-2021,35,555,4
923,21-05-2020,67,607,3
924,05-07-2023,86,782,18
925,30-10-2021,2,566,5
926,26-03-2021,47,33,8
927,05-07-2021,64,109,18
928,10-05-2022,89,899,19
929,28-02-2022,33,21,9
930,11-11-2022,54,428,6
